chrom	start	end	KR	VC	VC_SQRT	weight	GC	E1	E2	E3	binary	HMM2	HMM3	HMM3P	HMM4	HMM5	HMM6	HMM7	HMM8	HMM9
chr1	10250000	10500000	1.2050620738524016	1.7821540444453043	1.1803976261721203	0.0012066831235012499	0.445076	0.7383927550347109	-0.24892885551394323	0.7493010218778602	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	10500000	10750000	1.1551705180045813	1.7052883207050662	1.1546613156746452	0.0013504033061731524	0.511088	0.7636027406192686	0.15113855412131683	0.6627217112300491	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	10750000	11000000	1.3023622211999915	1.9435129105683482	1.2326773673264206	0.0011470419900596945	0.521392	0.7155739429991674	0.17817919294299003	0.6772478350390022	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	11000000	11250000	1.1804913793539504	1.754044646286043	1.1710515921566664	0.0012070374686048656	0.459564	0.7672244732925433	-0.09172210585466295	0.7015322255666517	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	11250000	11500000	1.2718287044934111	1.8930502273492131	1.2165690837617973	0.0011661144641290282	0.504404	0.6612407346639243	0.49921589395350074	0.6019185250352111	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	11500000	11750000	1.2552743076246788	1.8772834827726304	1.2114922400366797	0.00121098744664135	0.522236	0.7000306152530597	0.38380975796966366	0.6211729179196676	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	11750000	12000000	1.298015634327803	1.9682522523922468	1.2404980494604143	0.0011175503156410386	0.515352	0.8792107866386499	-0.09790182262867372	0.6414885937295597	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	12000000	12250000	1.3001676239790723	1.9600759553760716	1.2379187977854105	0.0011174304111569177	0.513608	0.8822274645697424	-0.23356742902919653	0.6220393148454133	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	12250000	12500000	1.180543534688434	1.6784302514804543	1.1455323452314976	0.0012669487264788796	0.418536	0.5897730220003008	0.44104791362024287	0.5104079198875043	1.0	1.0	2.0	4.0	3.0	3.0	4.0	4.0	5.0	6.0
chr1	12500000	12750000	1.1965724801595399	1.6353248136111784	1.1307268903716932	0.0012201568601570168	0.476028	0.3305177301899265	0.8861960108950735	0.4456052659111441	1.0	1.0	1.0	3.0	2.0	2.0	3.0	3.0	4.0	5.0
chr1	12750000	13000000	0.6332834500361763	0.7380935281735687	0.7596462632165871	0.0022468501088014296	0.45278984656333177	0.08091024119644742	1.2529421414698345	0.36682201359728567	1.0	0.0	1.0	3.0	2.0	2.0	3.0	3.0	4.0	4.0
chr1	13000000	13250000	0.4096410957672717	0.4356530125275956	0.5836144925568032	0.003499986067593511	0.45465686274509803	0.022074794286636664	1.248524150884808	0.3901210261752744	1.0	0.0	1.0	3.0	2.0	2.0	3.0	3.0	4.0	4.0
chr1	13250000	13500000	0.8000229185590183	0.9654628395287669	0.8688073542151412	0.0017075676540040546	0.469432	0.019665399348293963	1.1431204674068238	0.4358396470270642	1.0	0.0	1.0	3.0	2.0	2.0	3.0	3.0	4.0	4.0
chr1	13500000	13750000	1.1136733662519929	1.4859957688371508	1.0778653069557254	0.0012474142822321754	0.444328	0.2810162072376962	0.6981083006232146	0.4895233496702451	1.0	0.0	1.0	3.0	2.0	2.0	3.0	3.0	4.0	5.0
chr1	13750000	14000000	1.1428480412744566	1.5417140335818136	1.0978869426878672	0.0012744393778834726	0.439688	0.21307955720966834	0.7796552156264153	0.45552422934159803	1.0	0.0	1.0	3.0	2.0	2.0	3.0	3.0	4.0	5.0
chr1	14000000	14250000	0.989665536453075	1.300153514535932	1.0082146978262796	0.0014567202485009226	0.422616	-0.038148705581161776	1.0970735068167101	0.43093473656118775	0.0	0.0	1.0	3.0	2.0	2.0	3.0	3.0	3.0	4.0
chr1	14250000	14500000	0.9921238750386707	1.3132583411969878	1.0132830808403661	0.0014722769618606202	0.42564	-0.02158132723747379	1.085445678409574	0.43051381202427386	0.0	0.0	1.0	3.0	2.0	2.0	3.0	3.0	3.0	4.0
chr1	14500000	14750000	1.185036932903504	1.6404268229492718	1.1324893801496416	0.0012256764871260096	0.456144	0.1452502810851373	0.8506041704591925	0.4816355988759976	1.0	0.0	1.0	3.0	2.0	2.0	3.0	3.0	4.0	4.0
chr1	14750000	15000000	1.2607866988259195	1.7833826219447784	1.180804426055365	0.0011337148162466118	0.49526	0.16660219665140213	0.930463531710099	0.4826756127158829	1.0	1.0	1.0	3.0	2.0	2.0	3.0	3.0	4.0	4.0
chr1	15000000	15250000	1.2961520277341614	1.896940722764214	1.217818555933396	0.0011342218725099355	0.495668	0.43481415668683776	0.5265200342192338	0.5524611976397368	1.0	1.0	2.0	4.0	2.0	2.0	3.0	4.0	5.0	5.0
chr1	15250000	15500000	1.2980986969259731	1.9287813562922482	1.2279967203324884	0.0011421791037264475	0.487024	0.6273815407101145	0.3419725892655705	0.5944666488569472	1.0	1.0	2.0	4.0	3.0	3.0	4.0	4.0	5.0	6.0
chr1	15500000	15750000	1.2082240386824787	1.7823701830794711	1.1804692029801036	0.0011580423363395655	0.47544	0.8646189962543788	-0.1833313139934018	0.698891543237835	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	15750000	16000000	1.1942486906296834	1.7616692209992137	1.1735940269784553	0.001265682769621774	0.476924	0.88086280954151	-0.2679369817268321	0.7476868674495317	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	16000000	16250000	1.2629583464714822	1.8690161800157532	1.2088216725375125	0.001297904231389185	0.549628	0.8720563488451576	0.03008973380027001	0.7021140585821296	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	16250000	16500000	1.165846924341315	1.6890267324134176	1.1491427166259016	0.0011815763746431038	0.472928	0.8774518065634801	-0.13888507111906795	0.7120314003140497	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	16500000	16750000	1.1830119496122269	1.6404581061726382	1.1325001784823807	0.001111558577179936	0.477876	0.7295885516756789	0.42031436371379516	0.6101842413164535	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	16750000	17000000	0.7561113051000548	1.0070126480179218	0.8873054924595598	0.002036990028168028	0.50526	0.7504127478429645	0.3977192040224707	0.6163239432766348	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	17000000	17250000	1.2854359555007207	1.849995980209082	1.2026551062405137	0.0011272195300962601	0.49556	0.6830999239732678	0.46265086082770757	0.601730519295727	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	17250000	17500000	1.2742349648719051	1.871811762612936	1.2097253827730536	0.001116066574682382	0.499068	0.5734821151347811	0.7002591505399959	0.548964421720971	1.0	1.0	2.0	4.0	3.0	3.0	4.0	4.0	5.0	6.0
chr1	17500000	17750000	1.2469121431549777	1.8171173124511681	1.1919202280377779	0.001173283602463767	0.532168	0.42824116367204607	1.024631596194229	0.4949081632280862	1.0	1.0	2.0	4.0	2.0	2.0	3.0	4.0	5.0	5.0
chr1	17750000	18000000	1.1671039201582103	1.668994093741439	1.1423077073787478	0.0012694964605409872	0.483732	0.2796285403868678	1.2379593511861389	0.4686489486421777	1.0	1.0	1.0	3.0	2.0	2.0	3.0	3.0	4.0	5.0
chr1	18000000	18250000	1.1869185364491777	1.6999957680973785	1.1528681131176137	0.0012646488250752275	0.494624	0.301815445769825	1.2115321454310795	0.4640552758352842	1.0	1.0	1.0	3.0	2.0	2.0	3.0	3.0	4.0	5.0
chr1	18250000	18500000	1.1337764008077948	1.6149452155527744	1.123659180128741	0.0012916963361777594	0.488696	0.3552267351601642	1.1579340412386054	0.47052645714136976	1.0	1.0	1.0	3.0	2.0	2.0	3.0	3.0	4.0	5.0
chr1	18500000	18750000	1.1266492467067124	1.6224048423609232	1.1262513488586958	0.0013046392222484052	0.498396	0.3366305510804265	1.1460394559012141	0.48703783434046993	1.0	1.0	1.0	3.0	2.0	2.0	3.0	3.0	4.0	5.0
chr1	18750000	19000000	1.3814670650587106	2.0763727602047513	1.274114237001811	0.0010823505674093256	0.508288	0.5822966680063493	0.721026939117484	0.5438375716747554	1.0	1.0	2.0	4.0	3.0	3.0	4.0	4.0	5.0	6.0
chr1	19000000	19250000	1.2156920334157773	1.8364531884208988	1.1982450358792687	0.001280852158611677	0.460132	0.7706024613997551	0.21768943175995364	0.6371625883474039	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	19250000	19500000	1.3322655289376224	2.031569496485508	1.2602930719424108	0.001089421852256927	0.49732	0.737613695391808	0.2571136148813059	0.6597293926889273	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	19500000	19750000	1.3010239398076309	1.9726745626044737	1.241890855997883	0.0010857276832872895	0.476136	0.6549384007358767	0.3274859201647949	0.6818080491736009	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	19750000	20000000	1.2054513495309789	1.7830868532874975	1.180706505559557	0.0011846704570797864	0.453392	0.5581961405451508	0.5129886822350745	0.6380813949274272	1.0	1.0	2.0	4.0	3.0	3.0	4.0	4.0	5.0	6.0
chr1	20000000	20250000	1.2215753151133628	1.8002755625625457	1.1863837795926044	0.0012551957371531872	0.46012	0.6018967308527666	0.5350090760718613	0.6426242799305547	1.0	1.0	2.0	4.0	3.0	3.0	4.0	4.0	5.0	6.0
chr1	20250000	20500000	1.1747187780966788	1.7157283855211982	1.1581904388155526	0.0012606975703805799	0.494152	0.5184754645741474	0.8353205713802984	0.5917663406536189	1.0	1.0	2.0	4.0	3.0	3.0	4.0	4.0	5.0	6.0
chr1	20500000	20750000	1.2843155376880786	1.888679107866131	1.2151637216573967	0.0010887225649918247	0.494176	0.6246794828428305	0.2670688499261263	0.6947833570998073	1.0	1.0	2.0	4.0	3.0	3.0	4.0	4.0	5.0	6.0
chr1	20750000	21000000	1.0017430524793014	1.4077933982803554	1.0491200072472506	0.00149799160743244	0.395356	0.7787172318885588	-0.1115799214707266	0.7922056597768262	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	21000000	21250000	1.1535315794087992	1.6512508182339893	1.1362194781487938	0.0012995876503415073	0.426184	0.7211919245611063	-0.1818513433228513	0.8194001118937922	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	21250000	21500000	1.1840997967933735	1.7293479634030984	1.1627782525768968	0.001281766520738261	0.4861	0.6919611040831173	0.07116845197421044	0.7813803520549275	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	21500000	21750000	1.2017404028580811	1.774225169286662	1.1777688807617435	0.00130385320550298	0.501164	0.6585991974055759	0.10574851963607443	0.8059286182596763	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	21750000	22000000	1.208816090694884	1.796737714392764	1.1852174832002706	0.0012407078960697347	0.519344	0.7246566105118278	-0.06278260393169953	0.8557560651733427	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	22000000	22250000	1.3414257356890107	2.019278033631974	1.2564747562387204	0.0010615689946210528	0.490736	0.654672463451355	0.1255803133630238	0.784292945422342	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	22250000	22500000	1.139927522045143	1.6827899952459489	1.1470191477241465	0.0013423497638661733	0.469336	0.570792025642199	0.5005143586891032	0.71066733050504	1.0	1.0	2.0	4.0	3.0	3.0	4.0	4.0	5.0	6.0
chr1	22500000	22750000	1.2114079249703877	1.7905948268953942	1.183189671560637	0.0012894422142631433	0.515728	0.5662816985143517	0.6107080850084755	0.6901200732614777	1.0	1.0	2.0	4.0	3.0	3.0	4.0	4.0	5.0	6.0
chr1	22750000	23000000	1.248111542484386	1.850854846886955	1.2029342421279499	0.001202547189866426	0.501676	0.5854717784212622	0.5137443857274687	0.7073533388372775	1.0	1.0	2.0	4.0	3.0	3.0	4.0	4.0	5.0	6.0
chr1	23000000	23250000	1.1740737832037502	1.7269419991332953	1.1619691104288246	0.0012281409973232582	0.437344	0.7374249651112058	-0.06065329960380668	0.8159378984823562	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	23250000	23500000	1.1937103722117155	1.7627300066642688	1.173947312474302	0.0012054945891406454	0.456776	0.7437426509486815	-0.06251133040377967	0.836476780983549	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	23500000	23750000	1.2525232882011172	1.8682995098077269	1.2085898902895933	0.0011910071396223007	0.484308	0.79454745551022	-0.36041115765017684	0.9111788869305545	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	23750000	24000000	1.1495454055542	1.6847068036594801	1.1476722269031747	0.0012475335312378045	0.464384	0.7806412296937904	-0.3560846866870047	0.930423552944358	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	24000000	24250000	1.2636469521941847	1.8724004559981005	1.2099155999090776	0.0011226440191922217	0.48502	0.6113161130322337	0.12182655138765847	0.8824060631753613	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	6.0
chr1	24250000	24500000	1.186444743308568	1.7475690190492323	1.168887934121748	0.001268871087033381	0.458568	0.6260858490077686	0.20420024622894753	0.8590417557280658	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	6.0
chr1	24500000	24750000	1.1735922173559445	1.7289185300641619	1.1626338725097425	0.0012093988312117956	0.457852	0.6199256293756755	-0.0785000132234661	0.9263812764559641	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	6.0
chr1	24750000	25000000	1.2512333438093326	1.86661021574595	1.208043370463727	0.0012195834548764657	0.475232	0.6550967912960407	-0.11007210333641924	0.9239142404754271	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	25000000	25250000	1.315360047940911	1.958580048513286	1.2374463251051782	0.0011322432019610154	0.48412	0.6512896764535356	-0.08466666786650712	0.9249959665048112	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	25250000	25500000	0.8377648679676992	1.1389084055887655	0.9436264512252853	0.001700054408566582	0.445744	0.7095998129414334	-0.22837446000730532	0.9559979770921274	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	25500000	25750000	1.1954139030904443	1.7156629751450687	1.158168361196819	0.0012766539618803015	0.490532	0.703058107808935	0.038339803024452876	0.8980672310665374	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	25750000	26000000	1.2715571472142988	1.87544914831161	1.2109002076902249	0.001127184733491223	0.487808	0.7177141535864419	-0.11234503016409235	0.8935197902696378	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	26000000	26250000	1.229481698862157	1.833614946882762	1.1973187329658186	0.0011924207786930343	0.488328	0.7507569521852435	-0.04131826013610099	0.890877240542457	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	26250000	26500000	1.2379891542005772	1.8508861301103212	1.2029444081065632	0.0011334544842730408	0.49036	0.778631055664609	-0.22840882832029727	0.9167069508106453	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	26500000	26750000	1.185919557710954	1.76044064349974	1.1731847269038	0.0012282347004913343	0.471396	0.773847151348506	-0.39108065293055033	0.9611670645314455	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	26750000	27000000	1.2483760142160507	1.8653076960821557	1.2076218108836385	0.0011640509731296641	0.495132	0.7575998628560907	-0.32089494332044466	0.9395397924348384	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	27000000	27250000	1.1841446953876893	1.7572696622221624	1.172127655326188	0.001220160777669194	0.491572	0.7142223834791213	-0.19737112366603446	0.9373115933843751	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	27250000	27500000	1.2447280415951936	1.8706685029953698	1.2093558901105492	0.0013070842583141555	0.485412	0.7405959279912845	-0.39986495799251165	0.9662786612780617	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	27500000	27750000	1.2394938014677903	1.8646962512618157	1.2074238664308918	0.0012784506837298295	0.508484	0.7301744825255545	-0.42074311659689295	0.9569345097135955	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	27750000	28000000	1.2191586217584798	1.8131813141658164	1.1906286385606983	0.0012490134466658493	0.458508	0.7219849442705648	-0.44856072328041	0.9336673861404607	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	28000000	28250000	1.1776017541752895	1.7309775349475396	1.163325968891544	0.001265094602358147	0.432616	0.7361500733526187	-0.48898118852981837	0.928926855119981	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	28250000	28500000	1.1603940264728692	1.6940946145987477	1.1508654122619661	0.0011966849833856593	0.447188	0.7071933349224225	-0.35797047248359654	0.8879346314254299	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	28500000	28750000	1.2010563998359425	1.7655398089084362	1.1748825794596653	0.0011799641141553732	0.473856	0.7275919790959674	-0.34045683095011864	0.8379302236465015	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
chr1	28750000	29000000	1.2089491006355646	1.7782208900893495	1.179094357671462	0.0012288952988746473	0.458612	0.6614806750150959	0.04167377695191761	0.7274531910819739	1.0	1.0	2.0	4.0	3.0	3.0	4.0	5.0	6.0	7.0
